 200,        !Nanometers
  10.020, 11.301, 12.960, 15.164, 17.849, 20.746, 23.739, 26.891, 30.315, 34.184,
  38.659, 43.741, 49.304, 55.072, 60.775, 66.214, 71.214, 75.644, 79.491, 82.844,
  85.726, 88.204, 90.357, 92.197, 93.745, 95.075, 96.229, 97.196, 98.005, 98.690,
  99.278, 99.771,100.167,100.476,100.720,100.912,101.062,101.178,101.271,101.344,
 101.404,
 255,        !Nanometers
   0.000,  1.511,  2.779,  3.854,  4.785,  5.642,  6.460,  7.262,  8.064,  8.938,
   9.978, 11.272, 12.952, 15.187, 17.913, 20.856, 23.898, 27.102, 30.584, 34.519,
  39.071, 44.241, 49.902, 55.771, 61.575, 67.109, 72.198, 76.706, 80.621, 84.034,
  86.966, 89.489, 91.679, 93.551, 95.127, 96.480, 97.655, 98.639, 99.462,100.160,
 100.758,101.260,101.662,101.977,102.225,102.421,102.573,102.692,102.785,102.860,
 102.921,
 260,        !Nanometers
   0.000,  1.459,  2.682,  3.717,  4.613,  5.438,  6.227,  7.000,  7.775,  8.620,
   9.629, 10.885, 12.519, 14.695, 17.351, 20.219, 23.183, 26.307, 29.701, 33.538,
  37.977, 43.019, 48.539, 54.264, 59.925, 65.322, 70.285, 74.682, 78.500, 81.829,
  84.689, 87.150, 89.286, 91.112, 92.649, 93.969, 95.115, 96.074, 96.877, 97.558,
  98.141, 98.631, 99.023, 99.330, 99.572, 99.763, 99.911,100.027,100.119,100.191,
 100.251,
 265,        !Nanometers
   0.000,  1.336,  2.447,  3.386,  4.197,  4.943,  5.656,  6.354,  7.053,  7.815,
   8.724,  9.856, 11.327, 13.285, 15.674, 18.254, 20.921, 23.730, 26.783, 30.234,
  34.227, 38.761, 43.726, 48.874, 53.965, 58.819, 63.282, 67.237, 70.670, 73.664,
  76.236, 78.449, 80.370, 82.012, 83.394, 84.581, 85.612, 86.475, 87.197, 87.809,
  88.334, 88.774, 89.127, 89.402, 89.620, 89.792, 89.925, 90.029, 90.112, 90.177,
  90.231,
 270,            !nanometes
 0.000, 1.143, 2.081, 2.869, 3.547, 4.168, 4.761, 5.339, 5.917, 6.544,
 7.289, 8.212, 9.410,11.003,12.941,15.029,17.188,19.464,21.935,24.728,
27.959,31.629,35.643,39.801,43.916,47.841,51.449,54.647,57.425,59.844,
61.919,63.703,65.255,66.584,67.705,68.666,69.499,70.196,70.780,71.275,
71.699,72.054,72.339,72.563,72.739,72.878,72.985,73.070,73.136,73.189,
73.232,
 280,            ! nanometers.
 0.000, 0.742, 1.323, 1.800, 2.205, 2.573, 2.918, 3.251, 3.579, 3.928,
 4.333, 4.824, 5.451, 6.274, 7.268, 8.336, 9.437,10.596,11.852,13.269,
14.906,16.764,18.795,20.898,22.978,24.962,26.786,28.402,29.806,31.028,
32.077,32.979,33.763,34.435,35.001,35.487,35.908,36.261,36.556,36.805,
37.020,37.199,37.334,37.456,37.546,37.616,37.670,37.713,37.747,37.773,
37.795,
 300,            !nanometers
 0.000, 0.360, 0.598, 0.773, 0.914, 1.036, 1.143, 1.240, 1.329, 1.413,
 1.497, 1.584, 1.679, 1.787, 1.907, 2.030, 2.154, 2.280, 2.414, 2.561,
 2.727, 2.912, 3.113, 3.320, 3.523, 3.717, 3.894, 4.052, 4.188, 4.307,
 4.409, 4.497, 4.573, 4.638, 4.693, 4.741, 4.782, 4.816, 4.845, 4.869,
 4.890, 4.907, 4.921, 4.932, 4.941, 4.948, 4.953, 4.958, 4.961, 4.964,
 4.966,
 320,            ! nanometers,
 0.000, 0.288, 0.464, 0.586, 0.680, 0.759, 0.826, 0.885, 0.937, 0.984,
 1.026, 1.065, 1.100, 1.133, 1.163, 1.191, 1.216, 1.239, 1.262, 1.284,
 1.306, 1.329, 1.353, 1.376, 1.398, 1.419, 1.438, 1.454, 1.469, 1.481,
 1.492, 1.501, 1.509, 1.516, 1.521, 1.526, 1.531, 1.534, 1.537, 1.540,
 1.542, 1.544, 1.545, 1.546, 1.547, 1.548, 1.549, 1.549, 1.550, 1.550,
 1.550,
 340,            ! nanometers
 0.000, 0.254, 0.403, 0.502, 0.576, 0.637, 0.688, 0.732, 0.771, 0.806,
 0.837, 0.864, 0.888, 0.908, 0.926, 0.941, 0.955, 0.966, 0.976, 0.985,
 0.993, 1.000, 1.006, 1.011, 1.016, 1.020, 1.024, 1.027, 1.030, 1.032,
 1.034, 1.036, 1.038, 1.039, 1.040, 1.041, 1.042, 1.042, 1.043, 1.044,
 1.044, 1.044, 1.045, 1.045, 1.045, 1.045, 1.045, 1.046, 1.046, 1.046,
 1.046,
 360,            ! nanometers
 0.000, 0.237, 0.370, 0.455, 0.516, 0.564, 0.605, 0.640, 0.671, 0.698,
 0.722, 0.743, 0.762, 0.777, 0.791, 0.803, 0.812, 0.821, 0.828, 0.835,
 0.840, 0.845, 0.849, 0.852, 0.855, 0.857, 0.859, 0.861, 0.863, 0.864,
 0.865, 0.866, 0.867, 0.868, 0.868, 0.869, 0.869, 0.870, 0.870, 0.870,
 0.870, 0.871, 0.871, 0.871, 0.871, 0.871, 0.871, 0.871, 0.871, 0.871,
 0.872,
 380,            !nanometers
 0.000, 0.216, 0.335, 0.408, 0.459, 0.498, 0.531, 0.559, 0.584, 0.605,
 0.625, 0.642, 0.656, 0.669, 0.680, 0.689, 0.697, 0.704, 0.710, 0.715,
 0.719, 0.722, 0.726, 0.728, 0.731, 0.733, 0.734, 0.736, 0.737, 0.738,
 0.739, 0.740, 0.740, 0.741, 0.741, 0.742, 0.742, 0.742, 0.742, 0.743,
 0.743, 0.743, 0.743, 0.743, 0.743, 0.743, 0.744, 0.744, 0.744, 0.744,
 0.744,
 400,            ! nanometers
 0.000, 0.185, 0.285, 0.346, 0.388, 0.420, 0.447, 0.470, 0.490, 0.507,
 0.523, 0.536, 0.548, 0.558, 0.567, 0.575, 0.581, 0.586, 0.591, 0.595,
 0.599, 0.602, 0.604, 0.606, 0.608, 0.610, 0.611, 0.612, 0.613, 0.614,
 0.615, 0.615, 0.616, 0.616, 0.617, 0.617, 0.617, 0.618, 0.618, 0.618,
 0.618, 0.618, 0.618, 0.619, 0.619, 0.619, 0.619, 0.619, 0.619, 0.619,
 0.619,
 450,            ! nanometers
 0.000, 0.155, 0.234, 0.279, 0.308, 0.330, 0.347, 0.361, 0.373, 0.384,
 0.394, 0.402, 0.410, 0.416, 0.421, 0.426, 0.430, 0.433, 0.436, 0.439,
 0.441, 0.443, 0.445, 0.446, 0.447, 0.448, 0.449, 0.450, 0.451, 0.451,
 0.452, 0.452, 0.452, 0.453, 0.453, 0.453, 0.453, 0.454, 0.454, 0.454,
 0.454, 0.454, 0.454, 0.454, 0.454, 0.454, 0.454, 0.454, 0.454, 0.454,
 0.454,
 500,            ! nanometers
 0.000, 0.137, 0.204, 0.240, 0.262, 0.278, 0.289, 0.299, 0.307, 0.314,
 0.320, 0.326, 0.331, 0.335, 0.339, 0.342, 0.345, 0.348, 0.350, 0.352,
 0.354, 0.356, 0.358, 0.359, 0.361, 0.362, 0.363, 0.364, 0.365, 0.366,
 0.366, 0.367, 0.367, 0.368, 0.368, 0.368, 0.369, 0.369, 0.369, 0.369,
 0.369, 0.369, 0.369, 0.369, 0.370, 0.370, 0.370, 0.370, 0.370, 0.370,
 0.370,
 550,            ! nanometers
 0.000, 0.125, 0.185, 0.216, 0.234, 0.245, 0.254, 0.260, 0.266, 0.271,
 0.276, 0.280, 0.284, 0.287, 0.290, 0.293, 0.296, 0.298, 0.301, 0.303,
 0.305, 0.308, 0.310, 0.313, 0.315, 0.317, 0.319, 0.321, 0.322, 0.324,
 0.325, 0.326, 0.327, 0.327, 0.328, 0.328, 0.329, 0.329, 0.330, 0.330,
 0.330, 0.330, 0.330, 0.330, 0.331, 0.331, 0.331, 0.331, 0.331, 0.331,
 0.331,
 600,            ! nanometers
 0.000, 0.116, 0.171, 0.198, 0.213, 0.222, 0.229, 0.234, 0.238, 0.242,
 0.245, 0.248, 0.251, 0.254, 0.257, 0.260, 0.262, 0.265, 0.267, 0.270,
 0.272, 0.275, 0.278, 0.281, 0.284, 0.287, 0.290, 0.292, 0.294, 0.296,
 0.297, 0.298, 0.299, 0.300, 0.301, 0.302, 0.302, 0.303, 0.303, 0.303,
 0.304, 0.304, 0.304, 0.304, 0.305, 0.305, 0.305, 0.305, 0.305, 0.305,
 0.305,
 650,            ! nanometers
 0.000, 0.108, 0.158, 0.182, 0.195, 0.202, 0.207, 0.211, 0.214, 0.216,
 0.219, 0.221, 0.223, 0.225, 0.227, 0.228, 0.230, 0.231, 0.233, 0.234,
 0.236, 0.237, 0.239, 0.240, 0.242, 0.243, 0.244, 0.245, 0.246, 0.247,
 0.248, 0.249, 0.249, 0.250, 0.250, 0.250, 0.251, 0.251, 0.251, 0.251,
 0.251, 0.251, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252,
 0.252,
 700,            ! nanometers
 0.000, 0.101, 0.148, 0.170, 0.180, 0.187, 0.191, 0.194, 0.196, 0.198,
 0.199, 0.201, 0.202, 0.203, 0.205, 0.206, 0.206, 0.207, 0.208, 0.209,
 0.210, 0.210, 0.211, 0.212, 0.212, 0.213, 0.214, 0.214, 0.215, 0.215,
 0.215, 0.215, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.217,
 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217,
 0.217,
 800,            ! nanometers
 0.000, 0.094, 0.136, 0.155, 0.164, 0.169, 0.172, 0.174, 0.175, 0.177,
 0.177, 0.178, 0.179, 0.180, 0.180, 0.181, 0.182, 0.182, 0.182, 0.183,
 0.183, 0.184, 0.184, 0.184, 0.185, 0.185, 0.185, 0.186, 0.186, 0.186,
 0.186, 0.186, 0.186, 0.186, 0.186, 0.187, 0.187, 0.187, 0.187, 0.187,
 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187,
 0.187,
 900,            ! nanometers
 0.000, 0.088, 0.127, 0.145, 0.153, 0.157, 0.159, 0.160, 0.161, 0.162,
 0.162, 0.163, 0.163, 0.164, 0.164, 0.164, 0.165, 0.165, 0.165, 0.165,
 0.165, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166,
 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166,
 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166,
 0.166,
