# Photon detection efficiency averaged over 4 sensors with S/N: 0000001, 0000096, 0000960, 0000961 with R bias of 10 KOhm
# File to be used at 81.8 MHz NSB level
#
#
#
#
#
#
# Wl    PDE
270	0.112559
280	0.12853625	 
290	0.142354
300	0.17419575
310	0.20333675
320	0.21321975
330	0.232997
340	0.234678
350	0.23991375
360	0.242212
370	0.250367
380	0.269063
390	0.28300025
400	0.29224925
410	0.2992825
420	0.307389
430	0.31414675
440	0.321381
450	0.324909
460	0.327333
470	0.330558
480	0.3326325
490	0.332106
500	0.3267085
510	0.31804825
520	0.3085045
530	0.29894025
540	0.28992375
550	0.2807845
560	0.2738775
570	0.2709665
580	0.2610805
590	0.2564245
600	0.24713125
610	0.23517125
620	0.2272455
630	0.21541775
640	0.205357
650	0.197512
660	0.1873815
670	0.176874
680	0.1669455
690	0.1598505
700	0.14875975
710	0.13965825
720	0.1307725
730	0.12392475
740	0.1174115
750	0.110001
760	0.10307215
770	0.0959525
780	0.0892274
790	0.08303545
800	0.07627685
810	0.062284825
820	0.05745055
830	0.050994
840	0.048400575
850	0.0444264
860	0.043019775
870	0.03641505
880	0.03298385
890	0.0292432
900	0.026439775
910	0.02358975
920	0.020174375
930	0.01874015
940	0.016360525
950	0.0144429
960	0.012436975
970	0.01155845
980	0.00935984
990	0.00835775
