* QUEFF 0 73
270.00 0.000892
280.00 0.009368
290.00 0.034340
300.00 0.085902
310.00 0.147320
320.00 0.183359
330.00 0.219444
340.00 0.230225
350.00 0.239843
360.00 0.244066
370.00 0.252252
380.00 0.271518
390.00 0.285064
400.00 0.295322
410.00 0.301794
420.00 0.309678
430.00 0.316165
440.00 0.325046
450.00 0.327327
460.00 0.331024
470.00 0.334962
480.00 0.335078
490.00 0.334436
500.00 0.330537
510.00 0.319994
520.00 0.313623
530.00 0.305155
540.00 0.134806
550.00 0.007183
560.00 0.000000
570.00 0.000000
580.00 0.000000
590.00 0.000000
600.00 0.000000
610.00 0.000000
620.00 0.000000
630.00 0.000000
640.00 0.000000
650.00 0.000000
660.00 0.000000
670.00 0.000000
680.00 0.000000
690.00 0.000000
700.00 0.000000
710.00 0.000000
720.00 0.000000
730.00 0.000000
740.00 0.000000
750.00 0.000000
760.00 0.000000
770.00 0.000000
780.00 0.000000
790.00 0.000000
800.00 0.000000
810.00 0.000000
820.00 0.000000
830.00 0.000000
840.00 0.000000
850.00 0.000000
860.00 0.000000
870.00 0.000000
880.00 0.000000
890.00 0.000000
900.00 0.000000
910.00 0.000000
920.00 0.000000
930.00 0.000000
940.00 0.000000
950.00 0.000000
960.00 0.000000
970.00 0.000000
980.00 0.000000
990.00 0.000000
