100000 1
  0.5  0.0
  1.5  0.0
  2.5  0.0
  3.5  0.0
  4.5  0.0
  5.5  0.0
  6.5  0.0
  7.5  0.0
  8.5 -2.08694e-08
  9.5 -1.51312e-06
 10.5 -6.17059e-05
 11.5 -0.000313612
 12.5 -0.000682434
 13.5 -0.00108586
 14.5 -0.00144077
 15.5 -0.00172114
 16.5 -0.00190689
 17.5 -0.00199704
 18.5 -0.002
 19.5 -0.00193023
 20.5 -0.00180624
 21.5 -0.00164618
 22.5 -0.00146799
 23.5 -0.00128513
 24.5 -0.00111063
 25.5 -0.000950008
 26.5 -0.00080585
 27.5 -0.000681453
 28.5 -0.000577635
 29.5 -0.000494896
 30.5 -0.000431569
 31.5 -0.000383638
 32.5 -0.000347842
 33.5 -0.000320632
 34.5 -0.000299922
 35.5 -0.000283105
 36.5 -0.000268324
 37.5 -0.000254785
 38.5 -0.000240782
 39.5 -0.000226717
 40.5 -0.000212331
 41.5 -0.000198374
 42.5 -0.000183524
 43.5 -0.000169424
 44.5 -0.000155579
 45.5 -0.000142369
 46.5 -0.000129909
 47.5 -0.000118334
 48.5 -0.00010832
 49.5 -9.89224e-05
 50.5 -9.09829e-05
 51.5 -8.40944e-05
 52.5 -7.77247e-05
 53.5 -7.28813e-05
 54.5 -6.84971e-05
 55.5 -6.43663e-05
 56.5 -6.12476e-05
 57.5 -5.8368e-05
 58.5 -5.53627e-05
 59.5 -5.24812e-05
 60.5 -4.97028e-05
 61.5 -4.69195e-05
 62.5 -4.43017e-05
 63.5 -4.16801e-05
 64.5 -3.91663e-05
 65.5 -3.65088e-05
 66.5 -3.40894e-05
 67.5 -3.20093e-05
 68.5 -2.99737e-05
 69.5 -2.80533e-05
 70.5 -2.62974e-05
 71.5 -2.48269e-05
 72.5 -2.34726e-05
 73.5 -2.22629e-05
 74.5 -2.08151e-05
 75.5 -1.97207e-05
 76.5 -1.88919e-05
 77.5 -1.80517e-05
 78.5 -1.74242e-05
 79.5 -1.65869e-05
 80.5 -1.61105e-05
 81.5 -1.56569e-05
 82.5 -1.47629e-05
 83.5 -1.49009e-05
 84.5 -1.49566e-05
 85.5 -1.47298e-05
 86.5 -1.49651e-05
 87.5 -1.55161e-05
 88.5 -1.55482e-05
 89.5 -1.5243e-05
 90.5 -1.54424e-05
 91.5 -1.52969e-05
 92.5 -1.54641e-05
 93.5 -1.52165e-05
 94.5 -1.56097e-05
 95.5 -1.4864e-05
 96.5 -1.54159e-05
 97.5 -1.45134e-05
 98.5 -1.39634e-05
 99.5 -1.3866e-05
100.5 -1.39775e-05
101.5 -1.38386e-05
102.5 -1.40673e-05
103.5 -1.37961e-05
104.5 -1.40286e-05
105.5 -1.3522e-05
106.5 -1.3867e-05
107.5 -1.32432e-05
108.5 -1.26261e-05
